month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_days_on_market_mm_day,median_days_on_market_yy,median_days_on_market_yy_day,median_days_on_market_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us
201804,95818,"sacramento, ca",4693,1032,-180,-817,88.234719,88.86424424,87.60519277,29.5,0.1346,3.5,0.2292,5.5,-30,645078.5,0.048,0.0746,2.1647
201804,95817,"sacramento, ca",7276,1064,-677,-196,87.970513,92.80448822,83.13653859,25,0.4706,8,-0.2188,-7,-34.5,359050,0.0621,0.0559,1.2048
201804,95833,"sacramento, ca",1947,1098,-679,-789,87.735664,87.18768348,88.28364538,31,0.6316,12,0.3478,8,-28.5,322550,0.0238,0.0804,1.0823
201804,95822,"sacramento, ca",1556,1313,4,-842,86.277644,89.99934764,82.55593972,28.5,-0.0172,-0.5,0.0179,0.5,-31,289500,0.0156,0.0724,0.9714
201804,95825,"sacramento, ca",1840,1379,-489,-266,85.739448,84.36949573,87.10940048,33.5,0.2885,7.5,0.0152,0.5,-26,335050,-0.0429,-0.0822,1.1242
201804,95821,"sacramento, ca",1917,1499,-276,-768,84.989236,93.11109661,76.86737556,24.5,-0.3,-10.5,0.0652,1.5,-35,359550,-0.0257,0.1234,1.2065
201804,95815,"sacramento, ca",5151,1620,-3,962,84.294475,93.51555874,75.07339031,24,-0.2,-6,-0.4545,-20,-35.5,230000,-0.0415,0.0455,0.7717
201804,95823,"sacramento, ca",273,1702,-689,-1484,83.733446,87.74218801,79.72470481,30.5,-0.0161,-0.5,0.525,10.5,-29,285050,0.0179,0.1176,0.9564
201804,95829,"sacramento, ca",5657,1892,-898,-1099,82.363494,88.29669254,76.43029552,30,0.3043,7,-0.1429,-5,-29.5,457550,-0.0161,-0.0849,1.5353
201804,95820,"sacramento, ca",2839,2023,24,-586,81.577402,87.74218801,75.41261661,30.5,-0.2375,-9.5,-0.1528,-5.5,-29,272550,0.0521,0.09,0.9145
201804,95816,"sacramento, ca",4839,2035,1045,1983,81.489334,86.61360819,76.36505969,31.5,-0.2674,-11.5,-0.3942,-20.5,-28,685105.5,0.0726,0.1513,2.299
201804,95832,"sacramento, ca",10726,2318,2147,,79.80625,89.99934764,69.61315154,28.5,-0.4623,-24.5,-0.1094,-3.5,-31,277049.5,0.0276,0.1306,0.9296
201804,95827,"sacramento, ca",6051,2323,-1401,,79.789941,81.34255333,78.23732794,36,1,18,1.4,21,-23.5,332050,0.0064,0.0713,1.1142
201804,95838,"sacramento, ca",3755,2463,-1407,-953,78.912519,90.43642769,67.38860982,28,0.4737,9,-0.0667,-2,-31.5,272050,-0.0584,0.1333,0.9128
201804,95828,"sacramento, ca",1009,2653,-1005,1938,77.969861,80.50753474,75.43218736,36.5,0.1061,3.5,-0.4297,-27.5,-23,320550,0.0047,0.1197,1.0756
201804,95841,"sacramento, ca",5745,2771,1479,,77.258791,82.62117555,71.89640551,35,-0.3,-15,0.4583,11,-24.5,310050,-0.0312,0.0334,1.0403
201804,95834,"sacramento, ca",4304,2830,1106,-1950,76.851067,94.27229434,59.42983887,23,-0.425,-17,-0.2069,-6,-36.5,393950,-0.0152,0.1546,1.3219
201804,95824,"sacramento, ca",5098,3065,269,-1787,75.611586,83.18872725,68.03444452,34.5,-0.1154,-4.5,0.1897,5.5,-25,230550,-0.0376,0.0065,0.7735
201804,95814,"sacramento, ca",7409,5397,-2820,,63.145019,75.66703634,50.62300215,40,0.1429,5,-0.3846,-25,-19.5,475050,-0.0404,0.0128,1.5941
201803,95826,"sacramento, ca",1705,290,27,9,95.110628,96.28605294,93.93520348,22,-0.102,-2.5,-0.2,-5.5,-43,340050,0.0089,0.1358,1.1765
201803,95819,"sacramento, ca",6106,298,-52,110,94.965758,96.28605294,93.64546293,22,-0.2667,-8,-0.2903,-9,-43,650050,-0.0226,0.0682,2.2491
201803,95817,"sacramento, ca",7276,387,532,14,93.898986,98.13644146,89.66153036,17,-0.3333,-8.5,-0.4035,-11.5,-48,338050,-0.0131,0.2647,1.1696
201803,95831,"sacramento, ca",868,399,-68,80,93.783748,92.3152904,95.25220598,28,-0.082,-2.5,-0.1765,-6,-37,479050,0.0257,0.0646,1.6574
201803,95833,"sacramento, ca",1947,419,178,76,93.57632,97.42526011,89.72738048,19,-0.377,-11.5,-0.3968,-12.5,-46,315050,-0.0217,0.115,1.09
201803,95835,"sacramento, ca",2198,642,-31,-494,91.442776,94.74516002,88.14039247,24,-0.2381,-7.5,0.0667,1.5,-41,414950,0.0147,0.0861,1.4356
201803,95842,"sacramento, ca",3408,767,179,-538,90.310154,93.92861846,86.69168971,25,-0.1071,-3,-0.0566,-1.5,-40,277050,0.0128,0.1474,0.9585
201803,95818,"sacramento, ca",4693,852,-453,-333,89.786646,93.23060714,86.34268405,26,0,0,-0.2676,-9.5,-39,615550,-0.0183,0.1143,2.1298
201803,95825,"sacramento, ca",1840,890,-86,116,89.460687,93.23060714,85.69076781,26,-0.1333,-4,-0.2239,-7.5,-39,350050,-0.0909,0.0372,1.2111
201803,95827,"sacramento, ca",6051,922,,,89.233505,97.79402081,80.67298828,18,-0.3455,-9.5,-0.3898,-11.5,-47,329950,0.039,0.0523,1.1415
201803,95829,"sacramento, ca",5657,994,142,130,88.647438,95.43000132,81.86487554,23,-0.3521,-12.5,-0.4177,-16.5,-42,465050,0.0043,-0.025,1.609
201803,95823,"sacramento, ca",273,1013,-525,-770,88.495983,89.10180429,87.89016199,31,0.1698,4.5,0.4091,9,-34,280050,0.0076,0.1111,0.9689
201803,95838,"sacramento, ca",3755,1056,233,312,88.130515,97.42526011,78.83576979,19,-0.4154,-13.5,-0.4865,-18,-46,288938,0.0603,0.2587,0.9996
201803,95864,"sacramento, ca",4492,1222,-583,-441,86.8629,84.39352035,89.33227973,36,0,0,0.2203,6.5,-29,759050,0.055,0.0223,2.6263
201803,95821,"sacramento, ca",1917,1223,-312,-4,86.859608,85.71052285,88.00869222,35,0.1475,4.5,-0.0667,-2.5,-30,369050,-0.016,0.1032,1.2768
201803,95822,"sacramento, ca",1556,1317,557,-689,86.164889,91.14315817,81.18661925,29,-0.3095,-13,-0.1343,-4.5,-36,285050,-0.0118,0.1288,0.9862
201803,95815,"sacramento, ca",5151,1617,1077,247,84.028052,90.10931121,77.9467931,30,-0.2208,-8.5,-0.2,-7.5,-35,239950,0,0.1674,0.8301
201803,95828,"sacramento, ca",1009,1648,206,1521,83.860134,86.85631503,80.86395364,33,0,0,-0.3053,-14.5,-32,319050,-0.009,0.1145,1.1038
201803,95820,"sacramento, ca",2839,2047,-643,-1195,81.097722,79.5271961,82.66824707,40,0.3115,9.5,0.3793,11,-25,259050,0.0117,0.0774,0.8962
201803,95814,"sacramento, ca",7409,2577,-63,,77.936916,85.71052285,70.16330831,35,-0.1566,-6.5,-0.4488,-28.5,-30,495050,-0.1322,-0.0237,1.7128
201803,95816,"sacramento, ca",4839,3080,-814,218,74.756355,76.5771105,72.93559858,43,-0.1134,-5.5,-0.0549,-2.5,-22,638748,-0.0158,0.0974,2.21
201803,95824,"sacramento, ca",5098,3334,954,-2269,73.307652,80.74542342,65.86988015,39,-0.2277,-11.5,0.2787,8.5,-26,239550,-0.0401,0.0458,0.8287
201803,95834,"sacramento, ca",4304,3936,-1760,-3444,70.202818,79.5271961,60.87844067,40,0.1594,5.5,0.6,15,-25,400039,-0.0049,0.1685,1.384
201803,95841,"sacramento, ca",5745,4250,-1051,,68.60266,67.52930331,69.67601738,50,0.2195,9,0.1905,8,-15,320050,-0.0643,0.1191,1.1073
201803,95811,"sacramento, ca",9456,4258,796,,68.559858,69.19531147,67.92440406,49,-0.2847,-19.5,1.9697,32.5,-16,674996,-0.1445,0.201,2.3355
201803,95832,"sacramento, ca",10726,4465,-3006,,67.476623,63.17002502,71.78322139,53,0.5588,19,1.3556,30.5,-12,269618,0.0428,0.1211,0.9328
201802,95819,"sacramento, ca",6106,246,49,448,95.425468,93.64963017,97.20130606,30,-0.3684,-17.5,-0.2857,-12,-54.5,665050,0.0734,0.0657,2.3986
201802,95826,"sacramento, ca",1705,317,-42,-186,94.705804,96.30172586,93.10988206,24.5,-0.2687,-9,-0.0926,-2.5,-60,337050,0.0061,0.1035,1.2155
201802,95831,"sacramento, ca",868,331,247,-103,94.519224,93.30978877,95.72865996,30.5,-0.4455,-24.5,-0.0161,-0.5,-54,467050,-0.0517,0.0286,1.6844
201802,95818,"sacramento, ca",4693,399,-320,-88,93.736256,95.64203372,91.83047911,26,0.2683,5.5,-0.2121,-7,-58.5,627050,0.0765,0.0736,2.2615
201802,95823,"sacramento, ca",273,488,-61,-73,92.803358,95.40214567,90.2045712,26.5,-0.3375,-13.5,-0.2838,-10.5,-58,277950,0.0016,0.0962,1.0023
201802,95833,"sacramento, ca",1947,597,25,-75,91.680549,93.30978877,90.05130939,30.5,-0.2907,-12.5,-0.2561,-10.5,-54,322050,0.032,0.2098,1.1614
201802,95835,"sacramento, ca",2198,611,-175,-375,91.547278,92.77004065,90.32451523,31.5,-0.2588,-11,-0.0308,-1,-53,408950,-1.00E-04,0.113,1.4748
201802,95864,"sacramento, ca",4492,639,185,-35,91.330712,89.95801959,92.70340508,36,-0.3394,-18.5,-0.0769,-3,-48.5,719494,-0.0343,-0.031,2.5949
201802,95825,"sacramento, ca",1840,804,-288,65,89.994669,93.64963017,86.33970814,30,-0.2771,-11.5,-0.2941,-12.5,-54.5,385050,0.071,0.0845,1.3886
201802,95821,"sacramento, ca",1917,911,966,-325,89.038449,93.30978877,84.76710868,30.5,-0.5234,-33.5,0.0167,0.5,-54,375050,-0.0505,0.1542,1.3526
201802,95817,"sacramento, ca",7276,919,-250,183,88.998467,95.84860398,82.14833078,25.5,-0.3108,-11.5,-0.5096,-26.5,-59,342525,-0.0434,0.185,1.2353
201802,95842,"sacramento, ca",3408,946,-424,-598,88.77857,94.82241621,82.7347238,28,-0.2329,-8.5,-0.082,-2.5,-56.5,273550,-0.0069,0.0634,0.9865
201802,95829,"sacramento, ca",5657,1136,-71,-460,87.192643,90.31118811,84.07409875,35.5,-0.0658,-2.5,-0.0274,-1,-49,463050,0.012,-0.0283,1.67
201802,95838,"sacramento, ca",3755,1289,-724,-221,86.013194,92.17698407,79.84940361,32.5,-0.1333,-5,-0.2262,-9.5,-52,272500,-0.0093,0.1596,0.9827
201802,95820,"sacramento, ca",2839,1404,483,-883,85.083628,93.30978877,76.85746652,30.5,-0.3646,-17.5,0.1296,3.5,-54,256050,-0.0054,0.0462,0.9234
201802,95832,"sacramento, ca",10726,1459,356,,84.633838,91.19744119,78.07023389,34,-0.2444,-11,-0.4603,-29,-50.5,258550,0.0363,0.0555,0.9324
201802,95828,"sacramento, ca",1009,1854,-511,-606,81.995069,91.90377824,72.0863597,33,-0.2414,-10.5,-0.1429,-5.5,-51.5,321950,0.0384,0.1396,1.161
201802,95822,"sacramento, ca",1556,1874,-446,-1601,81.871793,85.81995069,77.92363564,42,-0.1158,-5.5,0.5273,14.5,-42.5,288450,0.0229,0.1135,1.0402
201802,95834,"sacramento, ca",4304,2176,-76,-1584,79.809422,90.91090824,68.7079363,34.5,-0.1154,-4.5,0.2321,6.5,-50,402000,0.0168,0.1229,1.4498
201802,95816,"sacramento, ca",4839,2266,-963,-715,79.166389,81.34870394,76.9840741,48.5,-0.03,-1.5,0.4478,15,-36,648984.5,1.00E-04,0.087,2.3406
201802,95814,"sacramento, ca",7409,2514,-1820,,77.667089,86.09315653,69.24102086,41.5,0.169,6,-0.2906,-17,-43,570495,0.097,0.142,2.0575
201802,95815,"sacramento, ca",5151,2694,-1549,-1524,76.610915,88.19884054,65.02298927,38.5,0.2419,7.5,0.1159,4,-46,239950,0.034,0.1158,0.8653
201802,95841,"sacramento, ca",5745,3199,-1735,-2901,73.788899,86.49296995,61.08482708,41,0.1233,4.5,0.64,16,-43.5,342050,-0.0201,0.1793,1.2335
201802,95824,"sacramento, ca",5098,4288,-2133,-3358,67.638435,79.94935697,55.32751383,50.5,0.0521,2.5,0.1477,6.5,-34,249550,0.0184,0.2506,0.8999
201802,95811,"sacramento, ca",9456,5054,-1955,,63.776904,65.24955021,62.30425801,68.5,0.4731,22,0.0703,4.5,-16,789050,0.026,-0.0094,2.8458
201801,95818,"sacramento, ca",4693,79,802,210,98.202225,99.31797113,97.08647861,20.5,-0.6404,-36.5,-0.5638,-26.5,-70,582500,0.0609,0.03,2.1447
201801,95826,"sacramento, ca",1705,275,17,-219,95.364852,97.39107403,93.33863064,33.5,-0.0946,-3.5,0.1754,5,-57,335000,0.0344,0.1278,1.2334
201801,95819,"sacramento, ca",6106,295,-137,108,95.139717,92.29903324,97.98039995,47.5,0.131,5.5,-0.1204,-6.5,-43,619550,-0.0684,-0.0541,2.2811
201801,95823,"sacramento, ca",273,427,1471,-240,93.692888,95.47742021,91.90835651,40,-0.2982,-17,0.0526,2,-50.5,277500,0.0089,0.1111,1.0216
201801,95835,"sacramento, ca",2198,436,298,-309,93.58032,94.59012051,92.57052046,42.5,-0.0116,-0.5,0.0625,2.5,-48,409000,-0.0143,0.1441,1.5058
201801,95825,"sacramento, ca",1840,516,353,764,92.848629,94.93444577,90.76281287,41.5,-0.1354,-6.5,-0.3465,-22,-49,359525,-0.078,0.067,1.3237
201801,95842,"sacramento, ca",3408,522,318,-383,92.789035,96.54350417,89.03456496,36.5,-0.131,-5.5,0.1967,6,-54,275450,0.0132,0.1657,1.0141
201801,95838,"sacramento, ca",3755,565,1756,804,92.358628,96.23890875,88.47834724,37.5,-0.3182,-17.5,-0.3182,-17.5,-53,275050,0.0377,0.1828,1.0126
201801,95831,"sacramento, ca",868,578,-67,-457,92.275858,87.77645345,96.77526155,55,0.1224,6,0.3415,14,-35.5,492500,-0.0131,0.0957,1.8133
201801,95833,"sacramento, ca",1947,622,-185,-330,91.792478,94.41795789,89.16699775,43,0,0,-0.0227,-1,-47.5,312050,0.0048,0.2046,1.1488
201801,95817,"sacramento, ca",7276,669,86,-484,91.388558,96.38458482,86.39253079,37,-0.0263,-1,-0.0864,-3.5,-53.5,358050,-0.0192,0.2561,1.3182
201801,95814,"sacramento, ca",7409,694,5353,,91.127003,96.85472123,85.39928486,35.5,-0.592,-51.5,-0.5449,-42.5,-55,520050,-0.0189,-0.1733,1.9147
201801,95864,"sacramento, ca",4492,824,920,-156,89.971527,88.13402198,91.80903192,54.5,-0.1615,-10.5,-0.0684,-4,-36,745038,0.0643,0.0892,2.7432
201801,95829,"sacramento, ca",5657,1065,-380,435,87.938684,96.09985432,79.77751291,38,0.1176,4,-0.461,-32.5,-52.5,457550,0.0056,-0.0836,1.6846
201801,95815,"sacramento, ca",5151,1145,-151,-93,87.250033,97.86121044,76.63885578,31,-0.38,-19,-0.4206,-22.5,-59.5,232050,0.0087,0.1459,0.8543
201801,95816,"sacramento, ca",4839,1303,-473,223,86.097868,90.99457026,81.20116541,50,-0.0566,-3,-0.2481,-16.5,-40.5,648918.5,-0.0169,0.0859,2.3893
201801,95828,"sacramento, ca",1009,1343,66,-936,85.736988,94.19944378,77.27453317,43.5,0.0116,0.5,0.381,12,-47,310044.5,0.0032,0.1272,1.1415
201801,95822,"sacramento, ca",1556,1428,-618,-1177,85.071514,92.29903324,77.84399417,47.5,0.1047,4.5,0.2025,8,-43,282000,0.0253,0.1035,1.0382
201801,95841,"sacramento, ca",5745,1464,-436,-1181,84.819891,96.54350417,73.09627864,36.5,-0.0641,-2.5,0.1967,6,-54,349050,0.0576,0.3422,1.2851
201801,95832,"sacramento, ca",10726,1815,16,0,82.306979,93.54390147,71.07005695,45,-0.1,-5,-0.3023,-19.5,-45.5,249500,0.0182,0.014,0.9185
201801,95821,"sacramento, ca",1917,1877,41,-1177,81.876573,80.24102768,83.5121176,64,0.1429,8,0.2308,12,-26.5,395000,0.0421,0.1809,1.4543
201801,95820,"sacramento, ca",2839,1887,-352,-1100,81.793802,92.02092438,71.56667991,48,0.2,8,-0.0204,-1,-42.5,257450,0.0094,0.1,0.9478
201801,95834,"sacramento, ca",4304,2100,-435,-1763,80.390015,95.77539399,65.00463515,39,0.0263,1,-0.0602,-2.5,-51.5,395370.5,0.0403,0.1423,1.4557
201801,95824,"sacramento, ca",5098,2155,1070,-1434,80.058933,92.02092438,68.0969408,48,0.1163,5,-0.0943,-5,-42.5,245050,0.0294,0.2311,0.9021
201801,95811,"sacramento, ca",9456,3099,-2182,,74.215336,92.76254801,55.66812343,46.5,0.55,16.5,-0.7048,-111,-44,769050,-0.0375,-0.2283,2.8316
201712,95819,"sacramento, ca",6106,158,118,198,96.816264,95.41618719,98.21634062,42,0.0769,3,-0.2294,-12.5,-43,665050,-0.0037,0.2789,2.4599
201712,95826,"sacramento, ca",1705,292,49,-211,95.294719,97.37245876,93.21697993,37,0.3214,9,-0.0133,-0.5,-48,323850,-0.0185,0.1565,1.1978
201712,95833,"sacramento, ca",1947,437,423,-286,93.629331,94.73852449,92.52013809,43,0.0886,3.5,-0.0549,-2.5,-42,310550,-0.0143,0.1436,1.1486
201712,95831,"sacramento, ca",868,511,-112,-366,92.938882,91.21595704,94.66180795,49,0.4,14,0.0769,3.5,-36,499050,0.0142,0.1213,1.8459
201712,95829,"sacramento, ca",5657,685,163,1721,91.126454,98.38255977,83.87034906,34,0.0149,0.5,-0.5696,-45,-51,455004,0.0724,-0.0887,1.6829
201712,95835,"sacramento, ca",2198,734,423,-357,90.774837,94.73852449,86.81114947,43,0.2286,8,-0.2182,-12,-42,414950,-0.0098,0.1139,1.5348
201712,95817,"sacramento, ca",7276,755,-23,-537,90.630993,96.95051784,84.31146912,38,0.1343,4.5,0.0411,1.5,-47,365050,0.0167,0.3773,1.3502
201712,95822,"sacramento, ca",1556,810,297,-39,90.093978,94.73852449,85.44943102,43,0.3438,11,-0.1485,-7.5,-42,275050,-0.0072,0.1004,1.0173
201712,95816,"sacramento, ca",4839,830,1397,-576,89.966117,87.13080169,92.80143204,53,-0.0702,-4,0.1398,6.5,-32,660050,0.0451,0.1055,2.4414
201712,95842,"sacramento, ca",3408,840,875,-218,89.886204,95.41618719,84.35622043,42,0.2,7,-0.215,-11.5,-43,271850,0.0127,0.0874,1.0054
201712,95825,"sacramento, ca",1840,869,174,584,89.624089,91.75936581,87.48881217,48,0.3333,12,-0.2558,-16.5,-37,389950,0.0772,0.2702,1.4423
201712,95827,"sacramento, ca",6051,878,749,,89.537783,91.75936581,87.31619997,48,0.2632,10,-0.0943,-5,-37,305050,0.0167,0.134,1.1282
201712,95818,"sacramento, ca",4693,881,-398,-158,89.512211,83.82559775,95.19882368,57,0.5616,20.5,-0.0806,-5,-28,549050,-0.0525,0.0128,2.0308
201712,95811,"sacramento, ca",9456,917,1022,,89.262882,99.12415292,79.40161105,30,-0.4,-20,-0.5588,-38,-55,799050,0,0.0057,2.9556
201712,95815,"sacramento, ca",5151,994,706,1354,88.578826,90.09078123,87.06687124,50,0.2346,9.5,-0.2701,-18.5,-35,230050,-0.0252,0.1219,0.8508
201712,95841,"sacramento, ca",5745,1028,960,-771,88.332694,96.50300473,80.16238333,39,-0.1034,-4.5,-0.1522,-7,-46,330050,0.0846,0.4102,1.2207
201712,95828,"sacramento, ca",1009,1409,517,-1023,85.433448,94.73852449,76.12837233,43,0.1169,4.5,-0.0753,-3.5,-42,309050,0.0131,0.1277,1.143
201712,95820,"sacramento, ca",2839,1535,407,-204,84.567191,96.05549163,73.07889017,40,0.0667,2.5,-0.2661,-14.5,-45,255050,-0.0039,0.0991,0.9433
201712,95834,"sacramento, ca",4304,1665,235,-1451,83.662575,96.95051784,70.3746324,38,0.2063,6.5,0,0,-47,380040,-0.0297,0.1312,1.4056
201712,95864,"sacramento, ca",4492,1744,-349,-961,83.157525,74.30635469,92.00869454,65,0.413,19,0.0744,4.5,-20,700050,0.0377,-0.0528,2.5894
201712,95832,"sacramento, ca",10726,1831,-33,-345,82.559775,90.09078123,75.0287687,50,0.1236,5.5,-0.2188,-14,-35,245050,-0.0101,0.0082,0.9063
201712,95823,"sacramento, ca",273,1898,136,-1467,82.179389,83.82559775,80.5331799,57,0.5,19,0.1875,9,-28,275050,-0.0126,0.1293,1.0173
201712,95821,"sacramento, ca",1917,1918,34,-1527,82.051528,85.10420662,78.99884925,56,0.2584,11.5,0.2727,12,-29,379050,0.0041,0.1051,1.402
201712,95838,"sacramento, ca",3755,2321,1501,926,79.785194,85.77547628,73.79491114,55,0.1702,8,-0.3038,-24,-30,265050,0.0212,0.1674,0.9803
201712,95824,"sacramento, ca",5098,3225,-51,-2328,74.491753,94.73852449,54.24498146,43,0.0361,1.5,-0.0753,-3.5,-42,238050,-0.0019,0.205,0.8804
201712,95814,"sacramento, ca",7409,6047,-241,-2774,59.925201,48.11405191,71.73635085,87,0.3594,23,0.0807,6.5,2,530050,0.0173,-0.2363,1.9605
201711,95819,"sacramento, ca",6106,276,449,-165,95.667513,92.82663861,98.50838646,39,0.04,1.5,0.322,9.5,-38.5,667550,0.1639,0.2714,2.4273
201711,95826,"sacramento, ca",1705,341,-65,-17,95.01145,98.30414062,91.71875967,28,0.0566,1.5,-0.2911,-11.5,-49.5,329950,0.0198,0.1657,1.1996
201711,95831,"sacramento, ca",868,399,-192,-107,94.482268,95.61180912,93.35272637,35,0.1475,4.5,-0.1463,-6,-42.5,492050,0.0468,0.2,1.7891
201711,95818,"sacramento, ca",4693,483,-32,228,93.547688,94.5967692,92.49860741,36.5,0.1587,5,-0.2626,-13,-41,579500,-0.0713,0.0463,2.1071
201711,95817,"sacramento, ca",7276,732,116,-207,91.396918,96.34833199,86.4455035,33.5,-0.0822,-3,-0.2386,-10.5,-44,359050,0.0798,0.2047,1.3055
201711,95829,"sacramento, ca",5657,848,449,1597,90.397351,96.34833199,84.44636999,33.5,-0.0563,-2,-0.4224,-24.5,-44,424300,-0.0423,6.00E-04,1.5427
201711,95833,"sacramento, ca",1947,860,564,-610,90.270471,92.44909327,88.09184873,39.5,0.0972,3.5,0.0395,1.5,-38,315050,0,0.1152,1.1455
201711,95825,"sacramento, ca",1840,1043,1219,-102,88.874791,95.01145015,82.73813208,36,-0.1429,-6,-0.1628,-7,-41.5,362000,0.0127,0.0968,1.3162
201711,95822,"sacramento, ca",1556,1107,-290,-26,88.392028,96.9053661,79.87869035,32,0.0847,2.5,-0.2381,-10,-45.5,277050,-0.0481,0.1553,1.0073
201711,95835,"sacramento, ca",2198,1157,-5,-647,88.063997,95.61180912,80.51618494,35,0.0938,3,-0.1566,-6.5,-42.5,419050,0.0219,0.1402,1.5236
201711,95864,"sacramento, ca",4492,1395,164,603,86.470261,87.05824101,85.88228013,46,0.1084,4.5,-0.252,-15.5,-31.5,674600,-0.0465,-0.0188,2.4529
201711,95827,"sacramento, ca",6051,1627,-306,,84.966268,93.56935075,76.36318624,38,0.3103,9,-0.3504,-20.5,-39.5,300050,-0.0082,0.0909,1.0909
201711,95815,"sacramento, ca",5151,1700,0,-136,84.495884,91.59497431,77.39679396,40.5,0.5882,15,-0.2059,-10.5,-37,236000,-0.0042,0.1827,0.858
201711,95842,"sacramento, ca",3408,1715,-352,-276,84.334963,95.61180912,73.05811722,35,0.3208,8.5,-0.2308,-10.5,-42.5,268450,-0.0371,0.1313,0.976
201711,95832,"sacramento, ca",10726,1798,-775,205,83.740793,88.444637,79.03694993,44.5,0.2899,10,-0.0825,-4,-33,247545,0.0102,0.0646,0.9
201711,95834,"sacramento, ca",4304,1900,340,-1151,83.118772,97.07247633,69.16506777,31.5,0.0161,0.5,-0.241,-10,-46,391691,-0.0092,0.2508,1.4241
201711,95828,"sacramento, ca",1009,1926,177,-600,82.96404,93.14229127,72.78578944,38.5,0.2419,7.5,-0.2062,-10,-39,305044.5,0.0121,0.13,1.1091
201711,95811,"sacramento, ca",9456,1939,,,82.871201,82.79383549,82.94856718,50,0.1364,6,0.4493,15.5,-27.5,799050,0.1206,0.3428,2.9055
201711,95820,"sacramento, ca",2839,1942,1130,-90,82.834066,93.97784242,71.69028904,37.5,0,0,-0.2347,-11.5,-40,256050,0.024,0.1879,0.9309
201711,95821,"sacramento, ca",1917,1952,269,-796,82.778362,88.444637,77.11208764,44.5,0.2361,8.5,-0.0532,-2.5,-33,377500,0.0134,0.1355,1.3725
201711,95841,"sacramento, ca",5745,1988,1590,-1231,82.5834,89.41635205,75.75044872,43.5,-0.1386,-7,0.0482,2,-34,304300,0.0984,0.1063,1.1064
201711,95823,"sacramento, ca",273,2034,271,-811,82.24918,93.56935075,70.9290091,38,0.2667,8,-0.1364,-6,-39.5,278550,0.0054,0.1309,1.0127
201711,95816,"sacramento, ca",4839,2227,-149,-1875,81.113449,74.93965464,87.28724392,57,0.1287,6.5,0.4074,16.5,-20.5,631567.5,-0.0037,0.1482,2.2964
201711,95824,"sacramento, ca",5098,3174,1362,-1881,75.632853,90.89558705,60.37011822,41.5,-0.1075,-5,-0.0235,-1,-36,238494,0.0412,0.2168,0.8671
201711,95838,"sacramento, ca",3755,3822,-1855,-1442,72.241134,86.06795816,58.41430959,47,0.2368,9,-0.1296,-7,-30.5,259550,0,0.1613,0.9436
201711,95814,"sacramento, ca",7409,5806,-2700,,62.081451,66.03329826,58.12960327,64,0.6203,24.5,0.1034,6,-13.5,521045,-0.0387,0.0525,1.8945
201710,95831,"sacramento, ca",868,207,142,480,96.516976,95.99346366,97.04048902,30.5,-0.1528,-5.5,-0.3068,-13.5,-44,470050,0.0262,0.1491,1.6952
201710,95826,"sacramento, ca",1705,276,62,483,95.587968,97.82121891,93.35471767,26.5,-0.0862,-2.5,-0.2206,-7.5,-48,323550,-0.0167,0.1351,1.1668
201710,95818,"sacramento, ca",4693,451,141,566,93.920596,95.49718574,92.34400533,31.5,0.05,1.5,-0.3152,-14.5,-43,624004.5,-0.0141,0.2058,2.2505
201710,95819,"sacramento, ca",6106,725,-380,-619,91.514858,91.27277129,91.75694486,37.5,0.1719,5.5,0.3889,10.5,-37,573550,-0.0822,0.0523,2.0685
201710,95822,"sacramento, ca",1556,817,13,853,90.779519,96.56236761,84.99667131,29.5,-0.0167,-0.5,-0.2976,-12.5,-45,291050,-0.0268,0.213,1.0496
201710,95817,"sacramento, ca",7276,848,908,1019,90.537433,92.19875325,88.87611209,36.5,0.1061,3.5,-0.2981,-15.5,-38,332500,-0.0219,0.1085,1.1991
201710,95832,"sacramento, ca",10726,1023,-538,3831,89.239242,93.56654361,84.91194093,34.5,0.15,4.5,-0.266,-12.5,-40,245050,0,0.1187,0.8837
201710,95835,"sacramento, ca",2198,1152,-444,-668,88.292078,95.2066816,81.37747382,32,0.1429,4,-0.0303,-1,-42.5,410050,-0.0118,0.1336,1.4788
201710,95829,"sacramento, ca",5657,1297,129,-153,87.211765,92.91896145,81.50456939,35.5,-0.0139,-0.5,-0.0897,-3.5,-39,443050,-0.0156,0.1277,1.5978
201710,95827,"sacramento, ca",6051,1321,-225,-693,87.033226,96.85892392,77.2075289,29,0.2609,6,-0.1944,-7,-45.5,302525,-0.0243,0.0999,1.091
201710,95842,"sacramento, ca",3408,1363,-237,691,86.742722,97.82121891,75.66422562,26.5,-0.0862,-2.5,-0.369,-15.5,-48,278800,-9.00E-04,0.2015,1.0054
201710,95833,"sacramento, ca",1947,1424,-306,-849,86.231314,92.57398777,79.88864008,36,-0.0526,-2,0.0909,3,-38.5,315050,3.00E-04,0.0862,1.1362
201710,95864,"sacramento, ca",4492,1559,-327,633,85.423349,87.93197361,82.91472493,41.5,0.0375,1.5,-0.2719,-15.5,-33,707500,-0.0307,0.0179,2.5516
